fitness,sum_constraints
43.70263366575375,0.0
41.90551310022164,0.0
0.994959540764512,0.0
37.19773229237808,0.0
23.819555447653897,0.0
36.50640797636987,0.0
31.222210500005644,0.0
1.9899201330693472,0.0
37.80251216948818,0.0
0.0,0.0
48.94728111006046,0.0
1.99083605410857,0.0
4.662865649152081e-10,0.0
42.83148765328008,0.0
40.60208261885117,0.0
42.14784047961251,0.0
60.08180408404462,0.0
82.54672939236306,0.0
64.92213212270656,0.0
93.20322687697379,0.0
65.38391077277083,0.0
47.076751160758846,0.0
61.22404678954413,0.0
36.91274355850646,0.0
38.89044402963742,0.0
34.93682389927807,0.0
22.153896030321846,0.0
28.39896225873167,0.0
18.14805836513085,0.0
20.603749911594377,0.0
26.339441674340833,0.0
30.941516829833745,0.0
22.97847946750835,0.0
19.61868950073807,0.0
5.684341886080802e-14,0.0
22.63271571085852,0.0
4.974790247647377,0.0
45.58677069293361,0.0
2.984879146228934,0.0
54.82852357022469,0.0
50.29935065933162,0.0
42.42917436422465,0.0
59.05592911864906,0.0
73.68076775732001,0.0
52.58616371897284,0.0
70.20483175798006,0.0
78.68132289271378,0.0
31.646093738565355,0.0
36.185654982295546,0.0
6.96639480722672,0.0
52.86425048863643,0.0
18.30919694142426,0.0
47.73266996523145,0.0
2.9848771713344604,0.0
0.9975507119265785,0.0
25.15160346821665,0.0
1.9899209618487248,0.0
41.32659681361315,0.0
16.971353706415925,0.0
22.882451812028876,0.0
30.68176000472789,0.0
24.432790585724263,0.0
26.398024752173683,0.0
45.00036761093918,0.0
52.855270187213364,0.0
45.674977839035705,0.0
54.54544644129126,0.0
72.95943418437605,0.0
57.23742510616907,0.0
57.762861330884846,0.0
73.8975475285635,0.0
75.91989433295689,0.0
58.945260274296714,0.0
49.79961851288522,0.0
45.62606702216462,0.0
37.09494129223077,0.0
43.71556316379775,0.0
14.377520864350231,0.0
38.510383616235515,0.0
21.791157269648636,0.0
0.0,0.0
12.994982425205478,0.0
37.47959273287478,0.0
28.34641147615571,0.0
0.9949590571017666,0.0
0.9953287389726597,0.0
41.07671707467739,0.0
27.635176231997946,0.0
55.25782776369013,0.0
62.212152204776686,0.0
96.17276229323562,0.0
71.2286629238206,0.0
70.59779444678318,0.0
85.79223491288323,0.0
57.140108379549076,0.0
82.8148299524957,0.0
62.20463284371911,0.0
57.414742878712275,0.0
40.23031354642268,0.0
3.979836231565457,0.0
